V1,V2,V3,V4,V5,V6,V8,V9,V10,V11,V12,V14,V15,V16,V18,V19,V20,V21,V22,V23,V24,V25,V27,V28,V29,V30,V31,V32,V33,V35,V36,V37,V38,V39
211.2,277.16,151.23,141.95,225.47,128.87,217.15,221.52,196.71,269.1,223.3,172.42,219.42,193.93,157.78,172.96,226.56,344.65,227.2071429,265.06,199.59,226.54,171.49,179.4,203.72,205.23,128.12,225,238.78,266.72,194.06,175.52,234.65,274.08
178.56,294.5,145.98,150.89,249.28,132.72,211.9,243.07,221.42,270.43,184.41,194.54,235.58,230.21,180.48,207.31,226.92,342.98,230.6728571,233.19,211.55,257.41,177.82,203.69,209.04,219.27,144.19,234.59,228.42,296.27,241.04,218.53,248.32,290.46
168.39,230.44,130.44,109.87,232.31,104.04,162.36,191.27,164.04,229.65,159.35,142.03,186.79,162.49,133.17,150.86,168.64,369.58,234.1385714,231.06,148.74,190.53,129.33,144.69,174.43,180.73,89.96,180.12,216.15,215.73,194.06,158.5,210.98,204.88
179.1,202.18,136.6,124.16,208.93,114.4,169.1,167.64,176.38,205.08,176.52,138.42,220.12,180.79,134.04,157.34,186.35,270.37,237.6042857,201.67,154.12,229.22,127.65,149.3,155.73,180.21,92.75,174.96,181.52,207.48,187.59,172.95,184.15,200.79
184.93,259.68,159.83,131.77,242.23,117.92,192.24,212.77,180.29,246.47,194.55,139.48,218.12,193.09,144.91,160.28,192.33,319.48,241.07,215.62,172.39,221.79,150.65,125.77,180.62,199.25,111.43,251.95,215.35,381.44,176.14,173.21,192.83,274.19
141.36,187.48,112.11,107.51,174.55,109.12,218.09,183.07,163.95,187.01,136.9,147.63,173.22,138.11,141.05,126.59,158.66,203,111.73,159.43,165.78,289.78,133.07,142.413,156.08,158.37,97.62,138.3,157.37,217.25,155.65,116.65,146.59,262.3
66.38,119.6,58.33,33.2,78.61,56.69,60.64,67.74,32.27,65.5,44.29,57.08,76.92,51.82,46.37,48.08,75.78,67.58,27.48,82.69,49.05,68.1,50.15,159.056,52.4,67.36,29.67,52.31,68.79,105.3,76.97,38.66,71.5,140.13
97.21,151.07,81.69,60.75,99.3,76.5,89.91,96.11,84.99,127.71,103.31,75.96,121.08,89.23,72.44,88.09,115.35,124.27,63.69,103.89,84.75,120.95,68.85,175.699,84.9,108.93,54.64,96.96,99.02,179.53,94.31,73.17,120.73,140.23
165.68,238.29,122.85,111.19,169.51,113.8,160.08,183.79,159.35,234.66,155.97,109.17,206.46,150.38,110.84,128.01,142.52,248.52,129.25,139.06,131.18,199.83,107.88,192.342,150.83,207.96,84.3,166.27,167.64,232.82,143.26,135.29,162.96,197.27
227.71,284.74,148.52,96.31,228.22,146.4,179.23,248.68,160.9,317.24,149.24,138.05,240,192.16,124.34,163.8,195.45,300.77,100.19,192.22,163.84,247.02,135.19,208.985,214.58,197.31,147.15,235.98,272.47,329.51,206.58,138.31,192.77,257.58
297.62,321.78,161.39,172.85,295.04,190.15,219.19,268.25,166.8,306.24,192.49,158.12,300,208.32,137.78,175.53,206.92,308.04,159.49,256.45,176.03,293.67,139.54,225.628,226.81,197.71,153.59,196.18,311.58,225.56,242.01,144.1,248.92,302.26
239.12,349.79,166.06,176.88,334.05,266.53,271.13,278.18,234.62,352.07,277.67,203.15,278.65,246.83,186.73,235.58,266.58,359.02,220.91,289.2,241.7,321.71,213.27,242.271,269.19,231.02,195.1,268.81,299.38,254.25,240.08,193.73,281.42,318.26
277.04,391.98,183.91,180.91,349.51,219.14,244.9,320.46,236.77,373.82,304.35,170.97,331.92,271.33,204.12,229.21,247.38,414.96,227.27,330.77,237.48,332.14,266.75,258.914,299.09,246.65,184.46,276.42,362.08,282.94,286.67,214.6,285.92,379.88
346.23,344.31,187.55,184.94,370.51,234.1,226.3,297.58,258.29,330.28,245.82,177.37,310.15,282.73,225.58,251.3,273.57,327.94,221.5,369.05,260.1,347.6,217.38,275.557,263.25,241.95,191.19,276.36,282.85,311.63,275.86,227.6,276.33,365.46
262.59,300.46,197.17,186.92,347.79,210.02,227.13,281.92,275.42,326.82,250.63,216.23,292.96,296.8,254.13,271.49,310.46,300.04,239.01,309.54,267.96,339.92,228.11,292.2,279.09,261.46,218.95,276.13,275.04,340.32,274,270.62,259.35,363.35
268.29,308.84,168.86,168.37,319.23,164.63,254.77,258.84,237.15,303.98,258.68,168.89,319.62,249.66,185.15,211.17,283.79,418.17,237.8,307.33,209.01,313.08,249.85,230.64,246.48,262.6,186.88,271.76,279.34,369.01,227.67,208.49,285.56,312.06
276.17,324.65,195.36,186.38,404.42,197.27,288.96,347.94,281,331.6,269.03,168,378.33,336.47,225.22,243.89,330.64,478.9,277.85,361.44,235.94,386.63,282.31,265.73,278.73,316.73,216.25,344.39,330.59,397.7,306.83,277.1,317,351.04
286.397,294.96,182.85,176.825,354.33,229.91,278.49,303.39,267.21,322.7,280.58,185.9,348.67,305.76,221.54,243.2,296.07,411.31,265.23,346.17,229.01,368.22,254.85,257.36,266.12,299.85,244.09,272.1,316.32,357.95,304.67,262.75,300.6,312.69
296.624,307.45,187.95,167.27,327.42,262.55,307.24,275.43,231.59,402.56,268.8,203.8,313,270.26,202.46,222.89,261.69,434.66,242.77,360.96,241.55,346.94,263.22,252.97,252.54,265.88,204.62,282.59,319.85,349.69,265.54,218.4,277.25,328.15
306.851,325.15,204.95,188.81,359.9,295.19,334.11,327.02,239.84,381.96,277.59,255.13,322.96,293.12,228.1,278.89,282.72,334.84,213.29,363.14,263.78,352.46,290.18,281.41,257.7,266.21,158.76,274.07,305.88,334.77,315.5,240.14,292.15,383.02
317.078,375.14,278.04,238.45,378.88,303.33,319.32,336.54,321.82,418.8,325.3,296.27,331.92,350.6,293.62,331.06,328.18,353.42,235.86,367.95,323.34,415.9,348.48,337,292.04,299.12,234.59,322.86,357.2,418.32,330.74,285.12,348.79,372.54
327.305,299.86,338.14,181.86,327.89,201.65,241.91,315.59,266.24,352.64,288.63,221.38,279.46,295.19,266.22,267.02,321.92,285.48,218.27,303.81,251.46,353.21,267.88,297.53,309.73,292.42,222.47,268.36,265.76,330.89,319.27,273.5,292.71,351.44
337.532,185.12,192.31,102.12,164.41,137.21,146.1,137.38,117.58,194.56,135.16,133.81,143.25,145.09,120.94,161.41,193.31,168.98,94.64,155.73,141.26,183.5,134.33,150.34,164.3,136.77,112.73,140.08,142.18,200.62,141.75,122.34,153.79,211.46
347.759,251.89,265.7,150.18,253.65,140.53,234.08,230.25,175,300.56,217.48,168.45,252.2,198.24,148.39,192.51,241.47,253.8,159.04,244.43,173.95,268.34,163.48,188.67,214.13,227.96,187.86,226.84,215.2,248.17,205.6,180.15,203.61,258.74
357.986,319.42,301.11,155.61,288.91,184.24,267.96,302.38,182.06,276.38,243.7,182.98,279.98,199.7,184.84,181.62,234.55,341.56,150.65,265.26,192.31,344.25,184.19,187.3,219.7,213.19,201.39,219.79,291.91,282.03,202.08,147.33,257.85,313.11
368.213,393.23,380.53,141.88,428.24,226.83,313.63,359.37,244.55,351.1,288.28,208.23,368.67,274.06,195.13,237.85,299.01,502.24,200.27,414.88,250.79,392.07,255.44,241.2,306.64,267.12,211.63,268.82,390.91,324.73,297.38,196.91,354.79,431.9
378.44,494.63,430.44,237.16,488.81,244,484.19,429.43,318.14,506.55,371.67,287.21,449.22,400.3,293.33,328.64,358.94,548.86,275.42,467.67,328.6,473.86,320.83,317.99,351.09,357,289.06,399.36,474.88,507.18,370.56,297.93,389.9,516.33
480.97,523.66,479.61,262.98,517.34,346.26,487.67,479.91,364.06,505.22,407.97,311.06,471.69,405.45,314.03,342.29,460.6,627.35,317.1,536.85,339.94,538.57,353.23,337.67,391.73,419.62,317.46,405.02,489.37,457.82,391.57,327.67,427.54,511.46
441.14,494.85,494.49,290.03,479.89,340.25,462.25,459.48,382.52,478.38,393.71,318.55,449.78,459.95,342.16,369.23,472.11,616.46,329.77,446.28,373.27,577.71,358.86,348.75,406.85,431.58,340.59,406.8,441.06,495.71,348.25,367.26,422.02,492.33
371.44,367.51,378.5,190.76,354.13,295.08,329.66,376.98,287.96,347.98,261.48,268.28,362.7,310.9,264,265.7,385.8,404.93,227.11,354.97,272.65,433.36,255.43,307.69,325.32,336.98,255,266.42,358.92,342.32,316.52,251.21,347.59,394.44
270.7,372.25,293.2,228.48,290.49,228.72,396,297.56,324.38,346.71,287.6,256.34,317.81,336.06,243.5,279.18,299.75,405.45,203.81,310.65,292.81,427.2432353,292.01,289.18,265.96,300.44,237.54,302.34,289.88,339.39,275.96,302.6,326.67,369.29
353.39,425.54,361.53,344.49,450.65,384.72,710.68,567.02,514.62,499.28,418.64,392.07,458.94,375.79,370.37,405.42,372.42,493.72,363.83,412.6,376.7,421.1264706,275.02,366.72,273.52,429.78,364.76,405.12,402.27,443.44,315.66,397.95,383.67,426.11
334.23,452.62,323.54,240.78,378.58,265.55,373.53,354.73,287.85,473.96,335.37,331.28,364.29,354.48,312.96,328.54,370.69,467.02,246.32,358.78,323.25,415.0097059,223.08,311.93,372.11,355.04,346.87,324.14,363.26,379.42,276.9,309.21,387.56,446.75
111.43,211.96,140.29,95.79,137.36,130.23,151.84,125.24,101.67,213.14,115.79,123.12,151.17,106.08,98.59,117.25,135.15,240.6,81.81,163.75,107.64,408.8929412,113.34,110.85,136.76,125.4,100.85,122.82,135.74,144.28,118.33,102.42,146.52,191.23
158.71,220.17,179.69,140.1,211.52,180.11,198.79,177.57,155.02,283.36,196.54,203.09,240.09,175.53,149.44,202.35,207.29,265.57,118.25,212.21,179.36,402.7761765,148.82,174.97,204.55,162.07,149.62,213.32,209.97,202.14,212.83,154.15,203.79,267.75
187.5,230.6,204.06,183.96,243.96,213.33,276.93,561.12,232.02,311.03,234.09,209.44,262.09,203,209.32,242.85,213.8,255.89,183.78,211.47,235.33,396.6594118,152.77,204.57,191.97,212.08,174.85,211.55,209.22,248.42,203.17,180.6,232.17,273.52
310.1,352.11,293.78,199.52,333.55,317.53,369.08,379.62,244.19,337.79,247.35,320.52,306.54,334.41,285.87,332.4,298.68,328.7,220.03,338.19,285.43,390.5426471,160.83,292.02,311.93,242.14,270.36,242.7,295.07,308.64,220.46,240.82,291.81,346.1
96.48,113.19,126.92,79.72,111.34,78.59,165.52,366.53,93.49,146.7,100.54,91.49,126.38,96.38,83.15,92.56,129.01,144.07,77.27,107.01,86.32,384.4258824,81.58,80.55,98.19,152.26,83.01,97.12,105.49,112.64,70.21,78.95,107.44,150.1
169.21,178.74,204.73,110.44,194.69,148.52,214.33,171.19,172.02,323.41,148.73,143.01,201.75,167.21,128.5,154.44,210.32,299,118.89,166.17,156.25,378.3091176,85.46,130.51,165.55,204.08,137.13,166.28,175.07,194.61,135.04,132.8,161.2,214.29
289.54,226.2,268.9,145.47,227.24,201.1,265.47,239.07,201.12,350.75,254.03,187.19,277.04,211.75,171.03,194.64,209.66,284.7,163.07,217.84,176.16,372.1923529,151.91,175.89,224.49,244.01,171.25,191.51,239.11,253.66,202.22,164.2,225.77,286.6
220.16,175.98,240.09,132.85,204.01,159.28,213.27,223.98,176.24,285.86,216.38,157.87,229.45,191.1,161.41,174.74,187.16,313.69,106.92,214.73,159.86,366.0755882,201.73,152.47,194.06,215.21,139.54,187.26,209.29,242.7,184.33,162.69,184.35,265.16
252.33,201.22,272.46,138.29,239.11,175.48,260.6,252.34,172.41,305.32,207.65,148.2,274.47,207.21,171.4,182.17,183.33,327.75,103.04,217.77,172.08,359.9588235,116.98,156.27,214.01,232.19,138.63,204.72,260.86,274.43,194.46,160.61,194.52,290.96
324.02,206.28,276.43,167.61,263.23,222.15,240.47,262.65,220.79,288.12,177.8,174.97,312.08,213.45,171.9,198.96,202.47,302.28,147.93,291.5,184.86,353.8420588,143.16,175.72,228.79,225.2,174.84,193.39,280.79,250.89,245.43,182.4,243.61,319.31
122.85,122.1,134.94,84.56,130.64,98.36,151.73,111.25,120.04,183.48,112.45,107.31,145.79,117.6,97.11,110.6,129.55,152.92,87.52,154.93,107.76,347.7252941,101.85,99.68,110.21,144.15,89.19,126.63,124,156.92,107.67,108.68,139.55,148.35
111.15,112.4,139.42,88.96,125.18,107.55,150.32,145.92,115.67,170.35,92.04,93.97,159.55,111.84,94.33,98.77,122.12,183.76,90.97,133.12,94.99,341.6085294,115.97,103.75,104.07,144.83,92.69,131.65,109.33,140.92,105.06,99.3,126.05,139.6
153.48,112.33,174.66,114.98,146.95,125.95,185.62,139.61,129.28,203.08,118.96,114.11,189.67,134.07,107.48,119.1,148.46,198.89,106.46,170.7,114.81,335.4917647,122.96,138.29,121.71,167.35,109.03,135.88,136.67,153.26,120.32,117.42,137.32,189.38
211.25,199.52,215.7,147.94,179.05,161.74,248.23,188.8,138.8,255.48,137.93,149.68,228.22,162.23,115.04,144.23,160.11,287.59,116.66,200.89,138.09,329.375,131.06,165.53,148.74,184.9,120.99,149.23,173.67,221.07,167.7,142.92,167.18,236.17
206.48,259.33,221.82,139.19,186.23,174.79,265.12,211.6,165.66,275.53,149.3,145.67,227.79,175.66,126.31,167.8,168.53,359.5,122.09,174.14,150.51,323.2582353,158.28,166.56,165.34,186.1,126.37,161.7,188.5,216.89,170.79,140.8,176.44,223.31
237.58,301.45,243.12,104.41,226.88,174.04,269.82,240.29,166.97,265.99,182.51,157.79,263.62,187.09,136.075,166.7,177.86,359.85,119.94,241,156.94,317.1414706,191.85,188.12,198.82,210.77,142.81,194.23,245.67,256.92,184.57,146.37,203.07,253.12
305.86,344.62,264.83,159.27,281.81,206.17,316.29,236.32,204.08,374.84,284.66,180.6,304.51,237.93,145.84,193.69,222.17,431.05,144.35,266.6,204.27,311.0247059,230.73,216.39,214.35,234.3,167.57,242.06,278.75,328.41,237.08,174.82,240.35,319.27
373.64,439.14,408.67,243.77,333.49,274.1,410.35,525.67,290.21,437.6,275.9614286,285.84,357.89,347.72,273.66,330.22,308.47,531.83,209.27,310.67,302.88,304.9079412,321.96,348.32,336.23,341.12,251.8,292.38,373.75,382.06,332.79,307.32,359.1,497.01
327.48,369.44,333,209.42,283.49,244.79,297.27,923.7,249.75,404.26,267.2628571,241.79,310.97,291.8,227.57,252.82,256.39,398.94,159.35,345.65,253.03,298.7911765,268.06,307.22,273.74,255.67,218.83,256.52,308.58,334.48,330.33,264.74,318.54,420.92
210.97,237.9,252.29,205.82,148.79,166.72,218.02,243.59,208.25,313.14,258.5642857,187.63,223.06,234.22,203.53,209.44,223,260.47,160.21,240.62,205.33,292.6744118,215.83,245.78,240.62,206.35,176.91,205.2,231.64,253.93,233.33,244.91,221.73,307.41
319.75,341.61,349.21,242.73,301.03,214.1,302.3,326.47,305.54,394.08,249.8657143,236.76,309.65,334.05,286.14,280.1,285.97,350.27,216.19,347.4,281.73,286.5576471,306.48,321.92,292.76,297.59,214.3,279.82,299.45,329.06,314.67,350.94,326.56,405.32
168.39,184.2,192.35,152.25,203.17,136.99,162.59,184.71,149.5,272.81,241.1671429,144.69,173.17,184.09,150.92,155.62,170.33,219.59,139,207.02,153.26,280.4408824,172.1,170.98,168.23,166.28,128.22,155.52,176.72,211.48,208.67,196.2,182.42,264.5
224.62,239.83,244.75,198.57,272.32,174.55,220.42,218.85,198.79,321.54,232.4685714,178.89,217.5,220.54,179.86,190.48,195.68,266.04,156.75,266.52,204.69,274.3241176,216.27,195.21,199.38,190.42,164.1,200,213.15,246.18,241.33,233.84,212.19,266.06
268.73,285.83,263.79,197.9,258.72,199.31,237.85,215.12,205.21,376.75,223.77,178.36,240.31,225.54,189.48,211.42,217.4,279.05,137.83,274.6,191.07,268.2073529,223.57,215.58,216.05,219.54,169.72,201.89,245.16,266.24,223.47,200.73,245.44,310.67
139.85,165.27,172.9,154.7,181.91,129.47,152.43,155.72,144.34,263.72,215.0714286,132.13,149.5,154.45,136.26,145.86,159.24,181.5,113.81,181.33,139.5,262.0905882,165.06,151.2,144.66,146.01,124.45,138.89,145.06,209.13,175.84,171.49,154.54,206.92
261.33,258.33,210.31,145.21,224.65,156.13,226.59,153.64,150.76,334.06,206.3728571,166.72,198.18,181.89,133.15,196.44,181.17,310.59,114.79,235.1,173.24,255.9738235,209.81,154.76,172.96,166.66,129.35,190.24,193.5,230.65,195.7,155.36,189.66,258
290.88,411.76,310.56,206.09,324.67,212.47,328.85,282.95,199.51,517.46,197.6742857,204.47,290.72,244.61,197.65,294.7,223.75,494,149.75,301.81,224.19,249.8570588,269.1,223.51,251.12,228.34,190.15,238.62,320.16,281.58,207.38,222.69,265.49,388.2
285.94,386.38,271.79,165.68,269.14,214.44,287.97,252.18,165.09,346.25,188.9757143,171.8,273.07,218.11,162.19,227.43,201.31,548.18,141.82,301.16,185.9,243.7402941,218.07,187.15,193.84,210.35,170.19,227.84,257.31,330.81,253.31,195.56,223.9,343.2
436.87,518.21,432.43,418,421.24,404.95,654.56,500.89,607.94,536.58,180.2771429,426.51,438.32,391.69,384.96,364.36,356.74,517.72,439.61,414.93,465.56,237.6235294,330.09,371.9,378.29,385.22,405.3,433.47,404.89,422.84,319.86,324.64,395.5,493.85
232.11,257.49,250.39,235.55,298.83,182.81,257.63,269.82,277.91,344.04,171.5785714,193.07,226.17,246.48,211.72,238.19,249.03,306.07,224.58,279.7,248.37,231.5067647,252.58,247.6,204.01,225.39,181.87,230.7,223.52,268.01,230.05,256.13,244.74,288.98
173.99,215.07,197.94,163.03,190.21,137.11,217.53,186.79,156.07,244.96,162.88,148.47,190.17,199.38,155.46,165.59,178.51,215.85,145.73,198.61,164.78,225.39,205.25,147.33,164.07,189.77,139.88,175.26,171.5,262.92,188.89,178.11,181.73,235.67
215.26,256.45,222.04,158.14,215.74,167.53,244.27,211.62,177.86,254.54,160.21,148.41,215.21,195.99,150.02,164.48,194.79,320.78,127.91,222.81,162.73,237.67,189.19,139.35,180.54,214.33,154.59,175.71,197.96,242.69,197.16,163.68,203.25,230.97
287.12,371.77,301.69,227.94,305.07,222.15,356.11,304.31,254.22,418.07,244.43,213.12,317.18,288.71,232.26,241.02,271.13,422.97,188.88,294.12,223.61,317.59,260.28,210.34,245.25,282.67,218.94,248.65,279.02,334.21,276.24,252.96,266.78,306.1
173,231.18,190.96,130.86,156.33,144.45,188.96,188.59,135.37,183.15,130.93,113.78,167.25,168.27,136.16,135.32,168.86,185.62,84.17,171.31,134.81,250.555,170,119.52,141.33,176.19,126.77,151.86,160.54,224.87,162.94,145.08,178.26,200.64
135.44,200.19,178.17,142.67,145.47,125.9,160.91,165.45,122.14,210.77,105.18,104.67,143.46,132.55,107.09,122.82,155.56,193.29,74.26,157.67,129.89,183.52,142.38,113.04,130.47,165.08,111.89,122.2,130.88,159.67,151.78,108.88,156.39,187.56
52.92,207.73,85.58,78.63,85.26,67.52,124.71,66.79,76.9,151.22,73.4,66.98,96.04,79.25,69.23,71.62,93.96,80.72,37.88,90.15,74.19,158.42,84.77,63.39,73.66,98.02,76.3,95.48,86.6,106.49,61.8,60.36,94.12,109.75
193.43,320.32,236.22,164.82,249.03,161.71,230.46,226.92,190.12,307.75,189.66,212.43,210.12,207.51,190.88,218.81,238.47,305.93,68.26,253.82,191.18,289.33,220.85,174.21,215.42,212.21,185.58,206.57,229.34,230.36,225.24,188.75,264.85,251.6
129.31,169.06,142.6,112.33,158.22,119.28,145.48,130.99,116.54,258.38,63.06,117.67,134.11,128.64,115,127.36,142.3,123,89.92,158.74,127.42,143.45,145.23,126.86,123.57,129.58,127.1,80.9,132.43,155.45,151.54,125.89,151.85,182.68
188.97,218.66,195.61,171.74,237.29,140.45,196.23,201.4,156.74,288.47,81.05666667,165.45,196.11,175.11,168.59,172.72,177.61,208.38,145.08,256.21,181.56,197.5,209.66,176.62,170.71,193.67,144.22,154.3,179.22,229.64,177.8,171.43,186.9,238.34
172.47,220.01,195.4,166.34,213.7,154.76,208.13,173.17,146.04,329.54,99.05333333,136.37,200.72,164.4,139.46,157.11,186.42,224.73,103.27,187.67,146.2,222.05,155.83,171.19,168.53,178.08,135.12,154.89,186.08,214.9,180.2,151.15,199.27,234.94
129.76,138.86,136.66,99.91,160.14,94.37,108.97,132.12,108.72,235.35,117.05,92.21,128.78,118.4,100.03,96.17,130.35,141.68,85.29,155.65,108.6,151.94,122.4,128.51,110.82,105.77,81.19,100.88,128.67,136.24,144.1,124.82,121.12,186.66
60.47,86.36,87.38,57.88,107.33,57.39,64.23,85,62.17,198.4,77.22,65.14,81.65,78.55,61.51,68.55,107.02,105.58,68.38,84.84,66.29,97.4,80.15,91.84,81.42,70.92,54.07,101.92,85.12,106.49,95.87,70.08,98,150.39
90.68,132.3,128.9,55.46071429,86.36,108.13,114.67,128.19,99.67,258.02,112.13,104.97,116.55,117.33,103.02,107.82,146.18,167.55,85.46,129.85,108.29,160.28,117.96,123.09,123.99,107.67,98.04,116.84,129.46,166.72,138.71,148.39,110.47,173.08
139.83,214.26,176.42,53.04142857,118.76,150.46,173.55,154.82,128.15,222.16,121.78,125.52,175.5,145.04,121.38,125.33,166.3,229.21,86.43,182.18,138.11,231,153.56,146.15,137.16,149.33,122.6,159.54,163.42,184.01,188.92,119.42,172.96,181.37
277.33,305.25,268.85,50.62214286,288.08,182.34,276.34,255.86,198.95,362.98,200.88,172.85,257.36,229.01,178.13,195.67,230.75,341.27,160.45,271.64,194.49,286.13,225.83,215.67,209.81,242.98,176.53,247.67,248.27,250.73,231.26,205.78,239.75,282.83
266.23,311.5,259.29,48.20285714,291.86,179.15,278.2,272.93,232.65,354.09,201.23,166.8,246.53,240.45,175.26,202.33,226.15,403.27,145.39,237.94,208.66,264.29,232.08,204.05,229.57,243.27,171.49,284.24,250.59,289.99,244.93,242.72,236.73,292.1
323.25,344.47,326.4,45.78357143,339.55,201.27,299.91,315.08,254.91,361.44,233.31,194.58,292.76,278.88,207.31,235.9,274.49,376.32,145.07,301.52,229.62,367.04,257.14,247.12,265.21,300.71,215.5,275.79,306.78,311.32,286.86,242.26,294.06,337.1
227.17,344.99,324.69,43.36428571,300.25,222.75,304.91,260.34,263.57,357.4,250.48,211.21,263.72,290.42,221.38,257.72,266.84,316.89,149.66,272.54,256.88,345.96,264.98,277.11,262.92,270.9,219.06,269.69,273.94,296.63,254.6,273.02,277.98,319.54
178,260.7,214.5,40.945,206.51,144.54,225.82,179.42,182.25,280.95,175.29,150.78,174.47,186.42,164.16,176.86,207.53,224.69,103.24,203.61,165.49,254.43,198.59,210.32,183.73,185.03,179.76,178.35,178.49,218.16,197.1,187.55,226.5,230.69
211.62,281.86,259.44,38.52571429,251.98,193.9,245.05,226.52,229.61,344.22,218.73,193.47,212.78,253.67,216.33,221.35,241.08,268.98,133.71,251.12,228.65,272.94,236.65,240.18,221.29,218.17,194.73,236.22,230.01,277.46,232.04,242.81,237.58,264.41
120.79,118.2,118.33,36.10642857,171.41,86.15,94.62,110.98,90.08,249.96,103.57,75.51,123.42,107.77,87.01,71.58,126.5,132.38,63.5,149.71,99.45,90.73,108.02,98.97,100.36,98.64,76.52,104.48,114.58,136.07,135.67,101.29,107.35,163.62
71.02,108.23,81.21,33.68714286,76.4,62.98,97.55,64.94,76.5,206.01,75.06,82.99,83.75,92.36,83.84,85.03,121.76,86.79,35.25,103.9,92.27,79.46,110.64,87.98,83.31,97.93,70.94,98.11,76.18,111.16,80.04,87.3,93.9,126.32
76,153.18,109,31.26785714,110.59,81.2,90.24,99,67.69,170.48,74.05,89.91,108.11,86.61,71.58,79.54,132.49,121.44,48.03,117.04,85.88,77.42,95.5,82.34,81.85,138.49,81.65,95.26,105.79,92.63,106.38,68.19,133.72,158.16
73.51,84.07,100.25,28.84857143,122.24,75.55,68.35,95.01,49.41,270.7,73.18,67.61,85.07,68.23,55,58.27,102.52,142.85,69.95,104.72,63.13,65.32,82.29,61.55,66.1,97.91,69.72,73.69,84.03,104.8,100,67.77,80.38,151.25
73.17,122.45,102.28,26.42928571,102.84,79.54,88.79,88.03,71.92,210.39,74.36,78.61,93.79,75.99,64.1,72.76,108.83,119.35,66.19,100.74,76.86,89.69,105.98,78.26,79.83,34.26,116.02,94.64,88.26,167.9,125.095,74.47,115.945,125.88
145.2,173.84,166.76,24.01,142.72,99.3,149.7,138.29,123.88,371.48,123.45,112.22,150.42,142.81,122.72,123.4,169.89,201,93.06,163.66,126.28,133.14,160.29,120.85,132.26,176.8,110.71,135,142.64,241.47,150.19,118.24,151.51,211.29
111.31,152.39,135.94,27.56714286,141.31,71.49,134.54,115.79,99.95,299.14,127.77,81.73,119.25,119.51,108.04,99.51,144.52,164.08,98.44,135.25,110.54,106.55,143.31,90.19,109.14,144.62,100.16,142.77,126.21,210.45,119.08,118.3,114.73,189.32
385.88,466.06,324.51,31.12428571,344.21,211.54,288.7,327.22,271.74,409.2,256.35,196.48,298.15,289.78,255.83,248.41,300.79,168.72,214.97,344.1,246.97,301.53,295.5,216.34,233.85,319.27,240.1,298.78,334.07,325.91,206.59,293.42,317.83,391.29
